userName,score,at,full_text,kategori
Hendra Juns,5,2025-05-07 18:28:10,keren,Positif
Wendy Saputra,1,2025-05-07 18:13:23,"Hati2 yang komplain pengembalian barang, prosesnya lama sekali. hati2 juga bagi yang menggunakan pengiriman dengan asuransi. hati2 juga klu beli barang elektronik yang menggunakan asuransi, terkesan sengaja dikirim asal2an.",Negatif
Swandriana H.M,5,2025-05-07 18:10:23,"walaupun terkesan barang di tokopedia lebih mahal daripada sebelah tapi algoritma nya bisa nampilin barang yang dibutuhin bukan yang diinginkan, good job lah team developer nya",Positif
Shendi Teknisi,1,2025-05-07 17:47:19,"batal cod 2 x codnya lsg diblokir,padahalkan gak sengaja ke chekout gak kaya yg sebelah pembatalan lsg di diproses gak nunggu persetujuan toko,banyak yg mau sy beli.jadi males",Negatif
Didin Saprudin,5,2025-05-07 17:32:41,belanja murah meriah ka,Positif
Andy Bungo,1,2025-05-07 17:32:21,Bisa cod atau tidak nih ?,Negatif
Dian Kapid,5,2025-05-07 17:30:57,sangat memuaskan dan toko yg sangat lengkap,Positif
Hazairin Djangkaru,5,2025-05-07 17:26:07,mantaff betoel...,Positif
ezz. cakep,4,2025-05-07 17:25:18,harusnya ada khusus menu pengembalian/retur. jngan nunggu penjual menyetujui. rawan penipuan. tolong perbaiki.,Positif
learn education,1,2025-05-07 17:17:50,ribet update terus,Negatif
Bayu Adhani,1,2025-05-07 17:06:54,"Abis update malah, foto produk gambar broken terus. Gimana sih?",Negatif
Rian Rahmat,1,2025-05-07 16:59:25,"Parah, kecewa berat, padahal sudah ada voucher pembayaran DANA dan potongannya lumayan, gw liat gak ada waktu hangusnya jadi nunggu dulu sambil mikir2, pas udah mau check out malah ilang voucher tadi, dan harga naik drastis, parah, giliran tau kalo gw mau bayar make Dana vouchernya di hilangkan, padahal waktu pembayaran make Alfamart voucher masih ada.",Negatif
YURA,1,2025-05-07 16:47:09,pengiriman melenceng jauh dari estimasi,Negatif
Dede Irene,5,2025-05-07 16:27:16,suka bgt sm aplikasi tokped krn bs order apapun yg bs kita veli and incerin disini guys,Positif
Muammar Faiz,2,2025-05-07 16:26:55,kenapa lama sekali perbaikannya? saya ingin upload produk gak bisa. mohon penjelasannya,Negatif
fitra akbar,4,2025-05-07 16:21:42,bisa gak sih setiap 1 bulan sekali gak usah update ngabisin penyimpan saja dan gak ada peningkatan fitur malahan fiturnya ngikut shoppe,Positif
Fiqi Firmansyah,5,2025-05-07 16:19:33,ok garcep,Positif
Tias Miranda,5,2025-05-07 16:16:53,Dear Tokobpedia.makasih banyak tlh menyediakan tmpt nyaman buat transaksi. tolong buat Tokopedia utk memperhatikan masalah pengiriman dan respon penjual yg kadang terlalu lama. smg sukses sll,Positif
Esa Nurfikri,5,2025-05-07 16:10:05,mantap betul,Positif
Dayu WS,5,2025-05-07 16:06:07,Masih jadi pilihan #1 karena Customer Care-nya kalau menangani masalah selalu gercep satset win-win solution 👍,Positif
Fian Nahari,5,2025-05-07 16:01:19,mantap,Positif
Katherine Ator,1,2025-05-07 15:55:40,"barang pesanan ku belom bisa di la cak, dan uang saya berkurang padahal saya belum melakukan transaksi. semoga dapat diperbaiki",Negatif
IaNk The Best,3,2025-05-07 15:55:15,"aplikasi sudah terpdate. updatenya gak ada perubahan, dapet bonus mau cekout produk yang akan diorder bonus gak bisa dipake, bisa dipake tapi udah ditentuin sama tokped produknya, kupon diskon dan bebas ongkirnya skarang udah gak ada, misi² & game udah gak ada, hadeuhmakin mundurrr🥴, bukannya bikin betah pertahanin customers yang udah lama stayed di TokPed, ini malah dibikin gak nyaman, semenjak ada toktok tokped nih belanja di Tokped Apl. udah gak asyik lagi, lesu.",Netral
budi santoso,4,2025-05-07 15:50:14,"pelayanan nya sudah cukup baik, semoga lebih ditingkatkan lagi di waktu yg akan datang..",Positif
Siti Maemunah,4,2025-05-07 15:44:50,Barang berkualitas dan nyaman di pake,Positif
Andi Plg,5,2025-05-07 15:40:38,ok,Positif
Eros Anen,5,2025-05-07 15:29:46,barang nya bagus,Positif
Gus Ain Official,1,2025-05-07 15:28:13,"mau buka toko kok sulit banget sih, masih harus login tokoedia dan tiktok shop lah apalah, ribet, mending toko tokopedia sendiri aja g usah gabung2",Negatif
riszki anu,1,2025-05-07 15:20:59,beli barang estimasi tgl 4-6 ..udah lewat dua hari tapi ga bisa buat komplain payah,Negatif
A S,1,2025-05-07 15:11:22,customer servicenya lama! g dibales pdhl pesanan gua g dikirim²,Negatif
Laode Aldias,1,2025-05-07 15:03:54,jelek banget gabisa di bagian sulawesi tenggara,Negatif
trisdio andreda,1,2025-05-07 15:02:37,"pilihan kurir nya tolong di perjelass,jgn ongkosnya aja ,tapi bisa pilih jenis layanan kurir nya mau apa aja,ini di kirim pake GTL udh seminggu ga sampe""",Negatif
Dedi Priyanto,5,2025-05-07 14:35:20,sangat membantu kebutuhan di saat yang tepat 👍,Positif
Puji nur Ahiroh,2,2025-05-07 14:24:52,kurang puas karena susah buat pelayanan COD nya,Negatif
Hendrik Hendrik,5,2025-05-07 14:24:49,mantap toko pedia,Positif
Azam Azzuhry,1,2025-05-07 14:15:54,bisa ngga sih gausah ngasih notifikasi² yang ga penting? notif itu sekiranya chat dari seller nya kek. ini malah notif notif gajelas. kalo ada rating 0 ku rating 0 beneran ini,Negatif
I Made Ariadi,5,2025-05-07 14:15:21,mantul,Positif
ebel Nikotin,5,2025-05-07 14:08:31,baru coba ..semoga lebih keren,Positif
Andri Ansyah,3,2025-05-07 14:07:50,"limit gopaylater terus bertambah krna pembayaranya lancar. tp knp gopaylaternya tidak bisa di gunakan untuk bertransaksi belanja di tokopedia. ini bener2 ke anehan yg di luar logika. ngapain di tambahin limitnya klo tidak bs di gunakan? apakah cm buat jd pajangan aja?? gak guna,",Netral
m fadly,2,2025-05-07 13:57:44,"Maaf untuk mengatakan, namun saya sangat kecewa dengan kualitas barang yang saya terima. Barang tersebut ternyata kotor dan bekas, yang tidak sesuai dengan ekspektasi saya.🙏",Negatif
Salsabila hana Maymunah,1,2025-05-07 13:37:24,kenapa toko pedia q di tik tok GK berfungsi ya padahal q udah daftar,Negatif
Sahabat Muarawahu,1,2025-05-07 13:25:49,buruk saldo feround proses penarikanya lama... padahal saldo itu untuk beli lagi... jd tertunda,Negatif
ALSAH RAMDANI,1,2025-05-07 13:16:56,"Tokopedia makin kesini makin tidak jelas pengiriman lambat pelayanan CS sangat buruk sangat sulit untuk terhubung dengan CS mesti ngeladenin AI/ BOT TANYA yang gk membantu dan juga tidak berguna solusi waktu yang dibutuhkan untuk terhububg dengan CS juga sangat lama,sudah nunggu lama solusi nya juga gk ada hanya menyuruh menunggu dan nunggu pantes sekarang tokped sepi karena pelayanan nya memburuk bukanya membaik waktu estimasi pengiriman dengan kenyataan jg sama dan gk ada kompensasi keterlamba",Negatif
Firman Desy,5,2025-05-07 13:02:38,ok,Positif
Jefri Kusuma,1,2025-05-07 13:02:25,"fitur bayar sekaligus sudah ditiadakan, padahal sering aku gunakan untuk bayar listrik, air, sama wifi skaligus, skarang harus buka toped → mbanking, buka toped lagi → mbanking lagi sampek 3x, sungguh penurunan layanan yang merepotkan",Negatif
Lupa Lagi,1,2025-05-07 13:01:05,maaf saya kecewa banget..masa paket saya 5 hari mentok di Rangkas mulu Aneh banget sih gak jelas bikin emosi,Negatif
Hasani 27,5,2025-05-07 12:55:59,ok .,Positif
Aku Saja,5,2025-05-07 12:38:40,oke,Positif
Hery santo Santo,5,2025-05-07 12:37:38,cepat dan instan..,Positif
Imam Shd,5,2025-05-07 12:33:28,lebih efisien terima kasih,Positif
Maria Ulfa,1,2025-05-07 12:33:14,"gak ada gratis ongkir males mending shopee dah gratis ongkir terusssssssss ,bye tokped",Negatif
Ridwan Setiawan,1,2025-05-07 12:32:44,"Marketplace sampah, jasa kirim LELET kaya SAPX masih aja dipake!!",Negatif
New Date,5,2025-05-07 12:32:07,SANGAT MUDAH DAN FRIENDLY,Positif
Annisa Dwi Rahma,1,2025-05-07 12:31:10,panggil kurir gojek grab lama banget ga dapet2 kurir.,Negatif
Chamdun 10,5,2025-05-07 12:26:34,"kami berbelanja suatu barang pembayaran melalui potong saldo, sangat mudah sekali Terima kasih toko pedia.",Positif
ilham watul,2,2025-05-07 12:15:11,aplikasi apa ini loading nya lama kali,Negatif
Eru Prama,1,2025-05-07 11:53:20,keluhan saya lewat chat tdk bs teratasi...,Negatif
Raya Dream,5,2025-05-07 11:51:31,bagus sekali terima kasih toko pedia,Positif
Dasmanta Putra,4,2025-05-07 11:42:10,Goodd,Positif
faazacky goo,5,2025-05-07 11:08:03,TOP,Positif
tic tac,4,2025-05-07 11:05:44,"aplikasi ini cukup bagus tapi kalo boleh dikritik agar dapat ditingkatkan lagi performa nya , saat mengatur/ mengedit wishlist agak kerepotan sebab harus mengulang lagi dari atas setelah proses penghapusan data. semoga dapat segera diatasi masalahnya . Terimakasih.",Positif
billy tea,5,2025-05-07 11:05:23,bagus,Positif
M.Intaran,2,2025-05-07 10:50:42,"Mulai tidak nyaman dan aman belanja disini banyak toko² akal²an, penipu, proses lama dan complain pengembalian dana tidak cash alias di cicil.",Negatif
Haryadi Qyu,4,2025-05-07 10:28:50,👍👍👍👍,Positif
Mr.normalguy,2,2025-05-07 10:22:49,barang lengkap tapi minus ini apk delivery nya lama. jika diberi 3 hari maka barang akan datang ke hari ke-3 atau lebih!,Negatif
tetap semangat,5,2025-05-07 10:20:37,"tolong untuk akun penjual penipu yg merubah pengiriman instan menjadi pengiriman reguler di banned aja, saya milih pengiriman instan malah diganti menjadi pengiriman reguler, sdh 2 hr blm dikirim barang saya, sdh saya laporkan jg penjualnya di aplikasi Tokopedia, makasi banyak 🙏",Positif
Iwan Sastra,5,2025-05-07 10:15:42,Tokopedia memang top!!!,Positif
khalisa agustian,1,2025-05-07 09:44:56,"buang buang waktu beli udah 9hari barang ga datang, lalu hilang mau minta refund nunggu lagi seminggu, itupun belum masuk ke rekening tokped👎👎",Negatif
Awan Cengkris,4,2025-05-07 09:40:36,lebih mudah,Positif
Faisal Fathian,5,2025-05-07 09:38:28,ini membantu saya,Positif
Azi,5,2025-05-07 09:25:15,agk ribet,Positif
Irfan Syah,4,2025-05-07 09:00:51,beli pulsa cepet,Positif
Ireland Evergreen,1,2025-05-07 08:57:01,"Paket estimasi datang tgl 5-6 mei 2025 sudah telat, tiba2 ditambah lagi estimasinya jadi 7-13 mei 2025, parah sekali ini tokopedia",Negatif
Marlini Toha,5,2025-05-07 08:52:38,👍👍👍,Positif
Top guin,5,2025-05-07 08:38:08,mantap,Positif
Ahmad Badrun,5,2025-05-07 08:02:38,bagus,Positif
Oktavia Krisnayanti,1,2025-05-07 07:32:00,"gimana nih Tokopedia carenya koq ngga care... komplain ngga ada solusi. saya order dengan menggunakan kurir rekomendasi pilihan tokopedia tapi info seller paket ditolak pick up karena cairan.. dan saya tau kendalanya hari terakhir estimasi pengiriman, itu pun setelah tanya ke seller. aneh aja, namanya aja kurir rekomendasi tapi kenyataannya zonk",Negatif
abinaya ainurrohman,2,2025-05-07 06:43:53,suka toko pedia kurir e grecep.... tapi aplikasinya ngebug trus.... update rutin saya padahal.... dibagian transaksinya pas lacak barang... selalu muncul layar putih.... tulisanya g kelihatan.... jadi mAles akhirnya,Negatif
Aditya Affandi,1,2025-05-07 06:36:22,Tokopedia apk tolol pdhl masa pembayaran cod cuma bisa 2 kali,Negatif
Fakhrul Azhim,1,2025-05-07 06:19:50,Karena fitur buruk tokopedia yg seller auto proses pesanan... kami gak bisa batalin... seller jg tidak komunikatif... siapa sih bisnis devnya dan orang produknya... harusnya user udah bisa ambil kputusan reorder di toko yg lain... tersendat karena fitur tokopedia yg sama sekali tidak guna... kalo status sdh d proses tidak bisa kita cancel tanpa persetujuan penjual... masalahnya seller gk semua komunikatif bahkan ada yg kekeuh gk boleh batalin krna mereka bilang udah di proses... buyer gk nyaman,Negatif
Ridwan Setiawan,5,2025-05-07 06:03:07,terlalu banyak iklan,Positif
Fikri Haikal,5,2025-05-07 05:51:23,mantap banyak promo,Positif
Ariansyah,3,2025-05-07 05:46:55,"tampilan harga murah, sekali di cekout berubah jadi mahal, emang boleh sebohong ini",Netral
Muhammad Revan,5,2025-05-07 05:33:13,seneng dengan gratis ongkir nya,Positif
emi suhaemi,5,2025-05-07 05:27:22,Tokopedia mema top,Positif
Mas Edy,5,2025-05-07 05:03:24,good aplikasi,Positif
Rey Kaunang,1,2025-05-07 03:59:20,susah digunakan,Negatif
Vera Miftahussaadah,1,2025-05-07 02:15:09,TOKOPEDIA PARAH! PAKET UDAJ DI RETURN TAPI DI BALIKIN BALIK KE PEMBELI EH DANA NYA MALAH DIKASIH KE PENJUAL KOCAK EMANG. UDAJ MAH GA AKURAT RUMIT BANGET. NYESEL,Negatif
Lumine Miller,1,2025-05-07 02:03:25,"Ngapain merger??? makin susah aja jualan, barang di tolak terussssss!!! OTW UNINSTAL JANCOOK !!!",Negatif
L e x u s,5,2025-05-07 01:01:47,tidak ada notif,Positif
Ary Frianto,1,2025-05-07 01:01:03,"sudah 4 kali barang selalu nyasar.. dan setiap pesan barang suka ada yang ketinggalan, katanya ready stok tapi ga ada",Negatif
Safdahair Haircut,5,2025-05-07 00:35:37,Tokopedia aplikasi sangat membantu,Positif
Rendra Aldista,5,2025-05-07 00:34:59,oke,Positif
ary fibrian,5,2025-05-07 00:21:21,mantul kak,Positif
Un famous (Isandelic),1,2025-05-07 00:00:30,"marketplace paling buruk, uang refund 30juta nyangkut sudah 3bulan tidak kembali gak tau kemana, chat ke tokoedcare gaada respon, akan gua tempuh jalur hukum liat aja!",Negatif
Sanjaya Akun,5,2025-05-06 23:43:56,Tokopedia amanah proses belanja cepat mantap 👍 sukses selalu,Positif
Celeng 123,2,2025-05-06 23:25:36,"2 dulu,, kalau bagus,, aku tambah bintangnya",Negatif
Dadan,5,2025-05-06 22:59:49,sukses trs,Positif
raihan ahmad,5,2025-05-06 22:35:59,bagus bgt harga lebih murah dn bnyk bgt diskon nya pokoknya the best bgt deh 💥💥💖,Positif
Let “Adi” Wijaya,3,2025-05-06 22:30:24,"Fix saya stop pake Tokped, ga ada pemisahan rating buat toko ama ekspedisi. Nanti ekspedisi lama, toko jadi jelek. Padahal yang salah bukan toko.",Netral
Ren Fujiko,5,2025-05-06 22:19:30,"Mantap, saran saya jangan tambah terlalu banyak fitur agar aplikasi tidak crash dan lambat, jika menambah fitur sebaiknya lebih di optimalkan",Positif
Masya Aulia,2,2025-05-06 22:14:07,"suka ngprank orang. kasih voucher tiap pengguna katanya diskon min 50.000 setelah mau c.o tiba"" voucher tidak bisa digunakan.",Negatif
Thomas alfa,1,2025-05-06 22:09:43,"Dana refund belum kembali udah sebulan proses berbelit,CS tidak ada CS Tidak merespon.KECEWA",Negatif
Tobi Nori,1,2025-05-06 22:07:12,"kenapa GK bisa masuk ke akun dgn pasword lagi huu, nomer hp mati biasanya pake password bisa ini jdi gabisa masuk ke akun. ngapain pake otp lagi, seharusnya password dulu",Negatif
Anggita Yudhistira (Anggita),1,2025-05-06 21:46:59,"baru belanja 1× barang dah salah kirim,pas diretur proses nya lama banget, tulisannya disuruh nunggu 2 hari nyatanya dah 1 minggu lebih gak dipeduliin mending aplikasi sebelah sih fast respon.",Negatif
Amar Damara,5,2025-05-06 21:23:52,oke banget cari barang murah tpi ga murahan,Positif
Mas Arif,5,2025-05-06 21:17:10,"Sangat bagus dan kurirnya juga ramah,dan baik semoga lebih semangat lagi ya pak kurir dan Tokopedia ya,sukses selalu ya amin 🤲🤲",Positif
Jamu Pegel linu,3,2025-05-06 21:12:45,kenapa sekarang sering handover dan pengirimin sering terlambat bahkan melebihi estimasi tanggal,Netral
KOPI MANIS,1,2025-05-06 20:48:04,"hati2 kalo belanja di tokopedia , banyak penipuan yg dilindungi pihak tokopedia... saya pesan minyak datange garam , di retur gak bisa gara2 alamat penjual tidak lengkap ...... pihak tokopedia juga tidak mau tanggung jawab..... mending blanja di merchat lain aja yg amanah dan aman",Negatif
The Riss Jaya,4,2025-05-06 20:39:40,mau masuk ke akun toped sendiri susah. soalnya belum mendapatkan kode dari toped. tapi waktu sudah habis. 3x saja.,Positif
Masbeckty Daya99,5,2025-05-06 20:34:49,setiap pembelian selalu agak sedikit terlambat tapi tidak ada masalah yg pnting brgnya sesuai,Positif
RafaAthar Official,1,2025-05-06 20:15:09,"Pelayanan buruk. Tidak rekomendasi belanja di sini, apalagi masih menggunakan kurir JNE, sangat kecewa pelayanan dan kurir nya.",Negatif
Seiya Ryuuguuin,5,2025-05-06 20:13:33,best of the best,Positif
Ekky Prio,1,2025-05-06 20:10:26,jelek,Negatif
Lukman Rusdiansyah,1,2025-05-06 20:06:10,notifikasi pop up updatenya sangat menganggu !!! tolong di hilangkan !!!,Negatif
Satrio Prayoga,1,2025-05-06 19:50:10,"penanganan masalah pesanan di komplain oleh pelanggan yang iseng, sangat amat lama dan respon dari Tokopedia Care yang sama sekali tidak care. Pesanan di komplain dari tanggal 29 April sampai detik ini pun 6 Mei belum membuahkan hasil ataupun dapat respon positif. ""Keputusan penanganan Tokopedia maksimal 2 hari kerja"" adalah suatu hal yang sama sekali tidak ada kerjanya 🙏 sebagai seller dirugikan atas ulah pembeli dan dirugikan juga oleh pihak Tokopedia yang lamban dalam menyelesaikan masalah.",Negatif
saimun Tukang,5,2025-05-06 19:45:46,jos gandos,Positif
Workshop Kenzie's technopedist,5,2025-05-06 19:39:02,Penyelesaian masalah retur belajar lah dr lapak sebelah ga pakai lama..,Positif
Dwiprihatini Dwi,5,2025-05-06 19:18:13,baik baik saja aplikasi toko pedia 🥳🥳🥳,Positif
DADAN SETIAWAN,4,2025-05-06 19:17:56,cukup gampang dlam transaksinya,Positif
Fina Ningsian Tuny,5,2025-05-06 19:17:25,"alham dulillah selama AQ pakai tokopedia selalu dapt vocer gratis dan dapt diskon,misalnx hrga pempes 45 di toko pepdia 19 kadang 22, terimakasih selalu ngasik diskon,semoga kedepanx tetap seperti itu biar GK kecewa",Positif
eko pujiyono,1,2025-05-06 19:13:32,semakin semwrawut...tidak tertata dg baik..,Negatif
Eli Herliyanti,1,2025-05-06 19:11:36,iklan mulu...,Negatif
Van decock,1,2025-05-06 19:08:07,"banyak gangguan... ketika mau masukin barang ke keranjang.. ""Terjadi kesalahan pada SERVER kami,cobalah beberapa saat lagi "" itu sering terjadi.",Negatif
Usu Pay,5,2025-05-06 19:06:48,keren saya suka,Positif
Rommy Mewengkang,5,2025-05-06 19:04:25,jellaass,Positif
Yudi Wahyudi,5,2025-05-06 19:01:59,ok bgs bgt 👍👍👍👍👍👍👍,Positif
HaruDza,1,2025-05-06 19:01:28,lamaaa,Negatif
Ahmad Djaduk,1,2025-05-06 18:59:06,"kenapa saat saya menggunakan situs Tokopedia dan chek out melalui situs tidak bisa cod,bahkan menu pemilihan pembayaran tidak ada pilihan cod hanya ada debit dan dll Kenapa? aplikasi pun cod ku masih di nonaktifkan,saat mau pake situs pun pilihan pembayaran cod gak ada,ada nya non cash, padahal di bawah deskripsi ada tulisan bisa cod dari sistem toko",Negatif
Das Vstone,1,2025-05-06 18:53:28,ongkir terlalu mahal,Negatif
Gagakuhaji Jijihajujuka,1,2025-05-06 18:50:48,BUGNYA TOLONG DI BENERIN PAS ISI ALAMAT UDH LENGKAP JUGA MASIH DI SURUH ISI ALAMAT,Negatif
BANG BEN,1,2025-05-06 18:47:12,"PENJUALNYA LELET, EH DELIVERYNYA JUGA LELET. Padahal banyak barang yg susah nemu di shopee macem binatang tapi ya gitu, sengaja pake instant/sameday biar cepet walau ongkir lebih mahal tapi yg jualnya lelet ga langsung kirim dan kurirnya juga sama ga langsung diambil. Harusnya bikin sistem pinalti biar penjual satset. Jadi ogah beli di tokped",Negatif
Muhamad Fiki,1,2025-05-06 18:45:45,"PELAYANAN NYA PARAH BANGET,",Negatif
Fathan Kautsar,1,2025-05-06 18:35:35,"tolonglahhhh,kalo live chat tu dibales engga dianggurin,saldo ketahan 2jt lebih woi",Negatif
donny romadhona,1,2025-05-06 18:34:51,"Aplikasi makin berat,tampilan makin berantakan + suka prank promo 👎👎👎",Negatif
Auf Muhammad Sofian,5,2025-05-06 18:21:05,"Assalamu alaikum.wr wb.Met mlm hay gays ini apk yg bagus buat hidup,hp kita,yu instal ok.!",Positif
Nauval Ranalsia,1,2025-05-06 18:20:27,ribet bet gak kek sebelah,Negatif
Saipul Budoh,5,2025-05-06 18:19:27,saya masih pemula jadi blm tau apa apa,Positif
Akbar Hakim,1,2025-05-06 18:12:21,"Ongkir gak ngotak, plus gak ada voucher free ongkir lg pula ckck",Negatif
Najma Khaidar,1,2025-05-06 18:02:05,banyak iklan,Negatif
Ravi Muhamad,5,2025-05-06 18:00:11,ok,Positif
Bang Roma,1,2025-05-06 17:55:38,"Dapat hadiah 250 ribu suruh belanja dulu, setelah belanja hadiahnya 250 ribu dimana??kemana?? gimana cara pakainya?? tolong jangan penipuan seperti ini!!",Negatif
Muhamad Nur Ridwan,1,2025-05-06 17:27:11,dah lah sampe 3 kali ditipu sama penjual selebihnya mungkin uninstal aja. heran koped ga ada tindakan sama seller seller nakal itu,Negatif
D,1,2025-05-06 17:27:08,"Admin Tokopedia lama banget bls, untuk penanganan masalah komplain juga lama banget!!!!! males belanja disini, beda sama marketplace lain",Negatif
ꦄꦤꦲꦱ ꦄꦏꦃꦩꦝ ꧀ꦱꦱꦱꦲꦠꦃꦱꦃ (ꦄꦤꦤꦲꦱ),1,2025-05-06 17:17:40,"Kalo bikin aplikasi yang berbobot donk, massa yang ditampilin ga senonoh 😡",Negatif
Zulia Xeda,5,2025-05-06 16:55:13,Enak nya pake apikasi Tokopedia bisa belanja dari luar negri pokok keren membantu sekali mau nyicil perabotan rumah👍👍🥰🥰🥰🥰,Positif
【TSM】 Alseシ,1,2025-05-06 16:35:35,Pesan di Marketplace ini lama sekali sampainya beda sama yang oren,Negatif
Ngakan gede Lanang Cahyana putra,1,2025-05-06 16:32:26,"udah bayar mahal, di riwayat transaksi gada barang yg saya beli. tokpedcare juga ga respon gada solusi.. ni apk banyak bug yg merugikan!!",Negatif
Ipey Aspeck,5,2025-05-06 16:18:06,mantap,Positif
Setia Bahariawan,3,2025-05-06 16:13:46,bisa cod mantap,Netral
Aditia Firmansyah,3,2025-05-06 16:07:53,udah jarang dapet voucher diskonnya pindah shopee aja ah,Netral
Vava,1,2025-05-06 16:06:59,"kebijakan tokped sangat merugikan UMKM, saldo penjual di tahan pdhl mau buat muter lagi uangnya, bayangin 16jt saldo saya di tahan , jahat bgt . pdhl tidak ada problem apa apa, barang juga sudah sampai di customer tanpa kurang apapun, alasan nya saldo sedang di review, kocak bgt, mana komplain yg bls bot semua bener2 kapok jualan di marketplace ini!!!!",Negatif
Salim Puk28,5,2025-05-06 16:04:50,sangat membantu,Positif
Imam Wahyudi,5,2025-05-06 16:04:10,baik,Positif
Sami Adji,1,2025-05-06 15:32:57,"PARAH GADA CUSTOMER SERVICE NYA CUY, MENDING JANGAN PAKE APP INI. YANG LAIN AJA. SAMPE LU MATI JG GA AKAN DIBALES SAMA CS NYA. KACAU. SISTEM DIA YANG BERMASALAH, PENGEN NGADU KE CS MALAH GA DIBALES. JANGAN LAGI DEH, GUA BALIKIN BARANG KE SELLER, PROGRESS NYA GA MUNCUL, PADAHAL RESI UDH DIMASUKIN. DIBILANG BLM DIKIRIM, PARAH. BISA RUGI 14 JT GUA KLO INI GA ADA SOLUSINYA. KAPOK, UDH DARI TAHUN 2016 PAKAI, KESINI MAKIN KACAU, GADIURUS CUSTOMERNYA. PARAH.",Negatif
AHMAD NURUL AMRI,1,2025-05-06 15:27:28,"dulu aplikasi nya ringan, sekarang makin berat, malah lebih berat dari shopee",Negatif
Tabita Pasaribu,5,2025-05-06 15:25:54,good aplikasi,Positif
Aqsha aqskarullah Karnawi,1,2025-05-06 15:24:23,"susah melakukan pembayaran katanya masalah jaringan tapi pas di coba di apk lain malah berhasil, mending pindah ke apk sebelah kalo kek gini",Negatif
katherine chusnu,3,2025-05-06 15:20:14,pelayanannya lambat skli,Netral
randi Cs,5,2025-05-06 15:02:26,bagus,Positif
Dea Ariz Fatur Rohman “Fatur Rohman”,5,2025-05-06 14:59:55,"jarang ada voucher sekarang, sulit banget",Positif
Yuni Budianto,3,2025-05-06 14:56:00,untuk sekarang ngak tau kenapa pengiriman super lama sekali..kayak kita pakai paket promo aja.apalagi ekpedisi ninja..,Netral
Fariz Alfarizqi,2,2025-05-06 14:44:11,"bagus, tp sayang klo gratis ongkir suka rekomendasi kan kurir dgn pelayanan terburuk. dan tdk ada garansi tepat waktu pengirimannya. alhasil paket akan lama bahkan sampe dikembalikan ke seller nya. parah ini toped.",Negatif
dwi untoro,5,2025-05-06 14:37:45,"mantap,mudah di mengerti dan dipahami belanja disini dgn pembayaran lewat dana",Positif
Nzah Hay,5,2025-05-06 14:23:10,aplikasi lancar udah ga ngeleg..,Positif
Eca Akwa,5,2025-05-06 14:22:47,baikkk bangettt loppp,Positif
Prasetyo Wardoyo,3,2025-05-06 13:57:19,"user interface makin jelek, ribet.. ngapain si update malah tambah jelek",Netral
rifa aulia,5,2025-05-06 13:48:35,bagus,Positif
Ajenk Kurdi,1,2025-05-06 13:44:48,aplikasi maling saldo dana,Negatif
Shalum Tifany Wibowo,4,2025-05-06 13:39:11,"Min ya Allah tolongin uang saya hampir seratus ribu di batalkan oleh sistem karena promo, udah nunggu 24 jam belum di refund :( saya nabung nya susah susah min nyisihin uang sekolah.. min tolong min balikin, itu niatnya mau saya bawa rihlah sekolahh🙏🏻🙏🏻",Positif
Indharto “Indhar” M.,5,2025-05-06 13:36:10,tidak ada masalah dengan data kependudukan pasal1 ayat 1 terima kasih.,Positif
Fahmi,1,2025-05-06 13:19:54,Beli voucher googleplay tidak bisa di redeem,Negatif
Gabriel Simbolon,3,2025-05-06 13:17:49,Apaan si sebulan sekali minta update Mulu. Pop Up updatenya ganggu bgt lagi. Kenapa ga update dari server site aja si? Harus dari client site mulu.,Netral
gen swa,5,2025-05-06 13:12:10,Mantap,Positif
Syihab Budin,5,2025-05-06 13:11:08,aman dan nyaman,Positif
Aris Dev,1,2025-05-06 12:51:05,"Ekspedisi pengiriman sangat lama sekali, beda sama si toko oren. abis ini unistal dah",Negatif
aida Kumala,5,2025-05-06 12:38:04,sangat mudah,Positif
Jerih Jerih peranadi,1,2025-05-06 12:35:03,kenapa gk bisa di update ni plis lh tolong,Negatif
Latifa faz,5,2025-05-06 12:28:54,mudah dan banyak kupon,Positif
sri raharju02,1,2025-05-06 12:22:00,"di tingkat kan kerjasamaya.. toko"" penipu... masi aja di perboleh kan jualan. tingkatkan pengecekan toko"" ya dan alamat ya,, konsumen yang kenak tipu, ribet ngurus ya... tolong di perhatiakan kenyamanan konsumen",Negatif
Moch. Afriady Chahyakusumah,1,2025-05-06 11:51:02,"tokped nya error nih, orang buka tiktok aja lancar⁉️",Negatif
deny bramasta,1,2025-05-06 11:38:54,"istri saya ketipu di applikasi ini,dan pengembalian dana ribet.bisa""ny penipuan bisa jualan di applikasi ini",Negatif
Igun,1,2025-05-06 11:22:20,"dari dulu di aplikasi ini kalo belanja menggunakan kupon promo pesanannya selalu jadi gagal, niat hati nyoba lagi pake ini aplikasi buat belanja tgl 4 mei kemaren saya nyoba belanja menggunakan kupon promo, dan ya hasilnya masih sama selalu gagal dan promonya hilang, udah paling bener dan belanja pake shope promonya juga asli👍",Negatif
yoga yogie,1,2025-05-06 11:18:54,jangan download tokopedia jangan belanja ditokopedia. barang kita hilang aja gada tanggung jawabnya. komplain gak ditanggapi. hangus begitu aja beli barang mahal dibawa kurir gada tanggung jawabnya. duit ga balik.,Negatif
