userName,score,at,full_text,kategori
Zamzam,4,2025-05-01 17:16:25,"Sejauh itu kah Bojonegoro-Jember, 3 Hari baru sampai Surabaya. Sedangkan saya pesan di Tiktok dari jakarta -Jember. 3 Hari sudah sampai ditangan saya. Jika Spx tidak bisa memperbaiki sistem agar bisa lebih cepat pengirimannya, lambat laun orang² akan meninggalkan Shoope. Segera perbaiki sistem pengirimannya !!!",Positif
Dedi Hermawan,5,2025-05-01 17:15:34,"terbaik, tercepat dan bebas ongkir",Positif
saepul ulun,5,2025-05-01 17:15:03,ok,Positif
Istiqamah Sagena,5,2025-05-01 17:14:47,"Memudahkan pencarian dan pembelian barang-barang yg dibutuhkan. Saran : 1. Supaya durasi umboxing ditambah termasuk kapasitas MB-nya ( nyusain kompressnya) 2. Toko harus dilarang mencantumkan klausul eksonerasi, misalnya : Bila stok barang pilihan habis akan dikirim secara random.",Positif
surya indra,5,2025-05-01 17:14:19,Okay,Positif
Isti Lestari,5,2025-05-01 17:12:33,"menurut saya ,aplikasi jual beli paling ok",Positif
diah murniyati,5,2025-05-01 17:12:09,pelayanannya memuaskan,Positif
Dedi Yan,5,2025-05-01 17:12:08,ok,Positif
Zeni Aja,1,2025-05-01 17:11:57,knpa dh ni apk udh di perbarui juga masih eror tolong dong di perbaiki lagi,Negatif
Aqila,1,2025-05-01 17:11:46,hei aku akan protes karena kamu aku itu orang asli dan bukan pencuri kata kau aku mencurigakan hah 😡😡,Negatif
ertu design,5,2025-05-01 17:11:43,mantep.....pwrlindungan konsumen bgt,Positif
rehan,5,2025-05-01 17:11:13,shopee top banget,Positif
Jejen Nayubesi,5,2025-05-01 17:10:42,bagus,Positif
Gugun Gun,5,2025-05-01 17:10:03,aplikasi ini sangat bermanfaat.,Positif
Widiyanto Spark,5,2025-05-01 17:09:40,menyenangkan. harga murah,Positif
Rudi Riyanto,4,2025-05-01 17:09:32,"sangat membantu,jika susah mencari di toko offline",Positif
Satibi Banten,5,2025-05-01 17:06:02,puas pokoknya shopee terbaik mkin jaya selalu,Positif
Jati Handoko,5,2025-05-01 17:05:43,ok,Positif
Raisa s.a,5,2025-05-01 17:05:26,semoga bisa cod selamanya,Positif
AS Sniper,5,2025-05-01 17:05:11,mantap,Positif
E Moch Khoerudin (N ' danx),5,2025-05-01 17:05:10,bagus sangat membantu,Positif
Ridwan Ido,5,2025-05-01 17:05:07,bagus dan nyaman belanja,Positif
Widya Ningsih,5,2025-05-01 17:04:52,Belanja online no 1,Positif
Adim Halim,5,2025-05-01 17:04:37,bagus,Positif
ummu1010 ummu,5,2025-05-01 17:04:20,baik,Positif
Anang Santoso,5,2025-05-01 17:03:37,barangnya terkadang sesuai yang di pesan. kadang tidak,Positif
Novany Pulinggomang,4,2025-05-01 17:02:53,tidak bisa COD,Positif
Mario Ngendo,5,2025-05-01 17:02:08,"sangat bagus...tingkatkan harga murah,dan membantu pembeli🙏",Positif
Tri Bayu,5,2025-05-01 17:00:55,Aplikasi yang sangat membantu buat belanja. Terima kasih Shopee sudah membantu belanja dengan praktis secara Online. yuk bahagia yuk🥰🤗.,Positif
Bag Bim,5,2025-05-01 16:59:14,Ok,Positif
Kiki Setiadi,5,2025-05-01 16:59:10,mantabbbbb,Positif
Rifky Nizam,1,2025-05-01 16:57:12,lu muncul mulu ngeselin tau tiap aku nonton abis itu geser tiba2 langsung kebuka shoope nya ya gw uninstall lah siapa yang tahan,Negatif
retno dido,5,2025-05-01 16:57:07,sejauh ini memuaskan untuk belanja,Positif
hasan Sugih,5,2025-05-01 16:55:33,barang bagus tepat wkt,Positif
Kang Rohmat,5,2025-05-01 16:55:14,sangat membantu trims,Positif
Dealova Haqqsyah almuis,5,2025-05-01 16:54:37,suka sama aplikasi shopee sudah lama jadi langganan shopee semakin hari semakin baik ya shopee dan banyakin gratis ongkir dan promo boom bastisnya,Positif
Munir Terate22,5,2025-05-01 16:53:36,sangat berguna,Positif
Arlin Arsyalvin,5,2025-05-01 16:53:23,sangat bagus...pengantaran sampai depan rumah dan cod,Positif
Saniya Turrohmah,5,2025-05-01 16:53:22,Good,Positif
Sukar Karman,5,2025-05-01 16:52:36,cod tak bisa di pakai,Positif
Mischa Joizza,2,2025-05-01 16:51:49,"sekarang kenapa shoppe live ga ngasih koin, bisanya ambil koin doang tp pemasukan koin nya gada",Negatif
Radit Sitorus,5,2025-05-01 16:50:56,ok,Positif
fitri aryani,5,2025-05-01 16:50:30,"aplikasi bagus,pengembalian dananya juga cepat kalau barang di kembalikan karena tidak sesuai",Positif
Miskul Adi,5,2025-05-01 16:50:15,amanah dan tanggung jawab,Positif
Tumpak Manroe,5,2025-05-01 16:49:36,keren,Positif
modin din,5,2025-05-01 16:48:20,shopee memang sip...,Positif
Lodaya Kasih,5,2025-05-01 16:47:38,mantap,Positif
Keke,5,2025-05-01 16:46:04,mantap banget,Positif
ziu zidhoru,5,2025-05-01 16:41:07,Shopee OK. 👍,Positif
muhammad rozaq abrori,5,2025-05-01 16:39:24,"bisa belanja online tanpa perlu kluar rumah, tinggal beli, tunggu, datang, bayar deh praktis kan, contohnya kaya saya,males beli di warung, ataupun bengkel",Positif
firdaus smeagol,5,2025-05-01 16:38:01,aplikasi recomend barang dangan harga yg terjangkau dgn kualitas terbaik 😊👍,Positif
Yanggi Agusman,1,2025-05-01 16:37:17,"Uang tidak dikembalikan, jangan download aplikasi ini, mending lazada aja, lebih aman, dan amanah.",Negatif
Risma Herawati,5,2025-05-01 16:36:59,Terpercaya,Positif
Arsya arifin,1,2025-05-01 16:36:32,proses pengembalian dana ribet dan susah,Negatif
Ilham dzikri,4,2025-05-01 16:34:11,sangat puas,Positif
Sri Muljani Kw Pri,5,2025-05-01 16:32:23,shoppe selalu oke,Positif
Kamran Thalibin,5,2025-05-01 16:28:10,shopee mantap,Positif
Suli Ono,5,2025-05-01 16:27:42,pokoknya puas belanja di shopee,Positif
Pukimak Puki,5,2025-05-01 16:27:21,mantap,Positif
Haris Qumis,5,2025-05-01 16:27:16,sangat puas,Positif
Ahmad Romdoni,5,2025-05-01 16:26:09,bagusss,Positif
Muhammad Syauqi,1,2025-05-01 16:24:36,barang saya tidak dikirim . padahal barang yang saya pesan sangat dibutuhkan,Negatif
Achmad Muhaimin,1,2025-05-01 16:23:58,"makin gk jelas, cekout satu Dateng dua",Negatif
Emita Yonie Nurpratiwi,5,2025-05-01 16:23:15,"barang terjamin datangnya,,,, kalaupun penjual tidak mengirim sesuai pesanan, pengembalian uang prosesnya mudah,,,",Positif
gente del oeste,5,2025-05-01 16:22:38,bagus,Positif
Santoso Eko,5,2025-05-01 16:22:21,mantaaapp,Positif
oscarrio marcyanus,5,2025-05-01 16:22:15,Suka Banget,Positif
Suci Harianti,5,2025-05-01 16:22:09,"ada COD, jadi menghilangkan penipuan. thx Shopee,,, lebih ditingkatkan lg, 👍☺",Positif
Lulu Lulu,5,2025-05-01 16:21:50,sangat membantu,Positif
Priadi,5,2025-05-01 16:21:00,mantap tolong shopee lite nya kapan di pebaiki,Positif
Ahmad Guzali,1,2025-05-01 16:20:38,kata ny kalo lewat tanggal sekian dapat casbck eh makin lama datang ny tanggal batas ny juga ikut mundur,Negatif
Mustajab Putra,5,2025-05-01 16:20:30,"kebutuhan sehari hari terpenuhi ,mantap",Positif
Eno Kusmirah,5,2025-05-01 16:20:21,pertahankan ya my shopee kmu the best,Positif
Zailani Zailani,5,2025-05-01 16:18:59,sangat baik pengirim tepat waktu kurir ramah,Positif
Warsono 74,5,2025-05-01 16:18:41,bagus dan sangat membantu,Positif
Dhini Ramadhani,2,2025-05-01 16:18:24,tingkatkan keamanan!,Negatif
YT Kualakapuas-imi,2,2025-05-01 16:16:45,"setelah jnt hilang pengantaran pakai kurir yg lain jadi lambat, padahal lebih bagus pakai jnt lebih cepat kalo kirim keluar pulau jawa. pake spx lambat",Negatif
Bayu Handoko,5,2025-05-01 16:16:42,ok aj deh komenku,Positif
adi kunthara,5,2025-05-01 16:16:39,bagus,Positif
Yati,5,2025-05-01 16:16:08,sangat puas bget membantu bget jdi blnja ny gk perlu cape,Positif
Kartika tias Kinasih,5,2025-05-01 16:15:21,bagus euy,Positif
Cinta Andre cy,5,2025-05-01 16:14:17,bgs sekali,Positif
Ikky KangStok,5,2025-05-01 16:12:45,makin keren aja anda (admin Shopee),Positif
hoesnie hoesnie,4,2025-05-01 16:12:34,Bagus,Positif
Ferry Julita,3,2025-05-01 16:11:29,good,Netral
Sri Yani,5,2025-05-01 16:11:24,shopee selalu dihati,Positif
Charlles Richardo,5,2025-05-01 16:11:05,👍,Positif
Marcela Olivia,5,2025-05-01 16:08:49,karna bisa memesan apasaja,Positif
Dipo Waseso,5,2025-05-01 16:08:18,cepat dan tepat,Positif
agung taufik,5,2025-05-01 16:06:58,mantap,Positif
mulyati suripno,5,2025-05-01 16:06:58,ya menyenagkan kalo pas pesanannya cocok,Positif
Gimbar Junjungan,4,2025-05-01 16:06:17,pengiriman nya lama,Positif
OMJUN,5,2025-05-01 16:04:27,Selamat buat shopee sangat rekomendasi,Positif
M. FAJRUSH.S,4,2025-05-01 16:03:02,kekurangan shopee adalah saat paket sedang di kirim kurir namun no telepon kurir tidak tercantum di shopee,Positif
Sumarmi,5,2025-05-01 16:02:33,"terimakasih shopee, semoga semakin sukses",Positif
Nurmala Dewi,5,2025-05-01 16:02:22,so far so good,Positif
Nuri Ramadhan,1,2025-05-01 16:01:42,"sekarang shopee gajelas,sering banget kalo CO dibatalin terus sama system shopeenya",Negatif
Nuraini Wulandari,1,2025-05-01 16:00:42,saya kecewa di shopee banyak penipu,Negatif
rasya Adhi putra,5,2025-05-01 16:00:07,mantap,Positif
Uswatun Hasanah,5,2025-05-01 15:58:19,baguss,Positif
Susilo Pramono,5,2025-05-01 15:58:09,bagus banget,Positif
Rizky Riffa,2,2025-05-01 15:57:39,kenapa ada pesanan yang saya tidak ketahui ketika membeli barang😭,Negatif
yogi kawen,5,2025-05-01 15:57:10,sangat mudah dan baik,Positif
Ukui Ukui,5,2025-05-01 15:56:32,belanja dg shopee ckp baik dan toko2nya amanah.👏🙏🙏🙏,Positif
Amanda Kusumajaya,5,2025-05-01 15:56:32,"cepat, dan kami puas",Positif
rusna,5,2025-05-01 15:53:10,bagus,Positif
Server Brazil,1,2025-05-01 15:52:44,gapapa sih gabut aja kasih bintang 1,Negatif
Thaniaaulia Rhamadani,3,2025-05-01 15:46:53,gk bisa di buka,Netral
Rizky Apriyanta Utama,5,2025-05-01 15:44:52,"Aplikasi yang sangat berguna untuk berbelanja online , maaf min ini shopee kadang ada bug nya tolong di perbaiki dong",Positif
Suci Oktaria,2,2025-05-01 15:44:22,kenapa Shopee ku ga bisa untuk memesan pasti ada peringatan kenapa yaa,Negatif
Faiz Maulido,5,2025-05-01 15:44:18,mantap,Positif
irsan susandi,5,2025-05-01 15:44:01,bagus membantu sekali,Positif
Rehan Fajar Rachmansyah,1,2025-05-01 15:42:07,"shopee dipake di hp ataupun provider sinyal apapun kalo scrolling ternyata tetep patah² ya 😅.. ini berarti penyakitnya ada di aplikasinya entah ada virus bawaan atau keterbatasan serveruser, padahal udah betah banget pake shopee! masa dari dulu penyakitnya gini terus scrolling nge-freeze.. scrolling lagi nge-freeze lagi. paling parah saya buka shopee sampe hp saya ng-blank black screen sampe sejam gara² login shopee, sorry ya balik lagi bintang 1 😂",Negatif
Sat PolPP,5,2025-05-01 15:41:52,baik,Positif
Azzam Khair,5,2025-05-01 15:40:54,good,Positif
Siti Nuriaa,3,2025-05-01 15:40:28,ta bisa di gunakan,Netral
Eko Supriyatman,3,2025-05-01 15:40:27,Makin kesini kinerja aplikasi makin berat. Mau belanja dipaksa nonton video dulu. mending sediain opsi pengaturan buat awal buka aplikasi. Terserah mau buka video dulu atau cari produk belanja dulu.,Netral
Suardiman (Dimon),5,2025-05-01 15:40:17,mantap,Positif
A. Ilham Maulana,2,2025-05-01 15:39:56,"Tolong pihak ekspedisi, setiap pengiriman gak pernah sampai ke rumah. Alhasil harus di ambil sendiri dan jarak dari rumah ke tempat disimpan nya paket 5kman. Ekspedisi si ijo biasa kok sampe rumah. Gak sekali dua kali, terlalu sering. Muak lama²",Negatif
Nizz Aja,1,2025-05-01 15:39:45,Gabisa bayar pake Aplikasi Dana Tambahin lah semua fitur biar GK ribet sana sini,Negatif
PERMADI LAKSONO,5,2025-05-01 15:38:18,belanja semakin mudah,Positif
Wastono Tono,5,2025-05-01 15:37:37,aplikasi shope pengalaman saya pribadi cukup puas karena pesanan selalu tepat waktu dan barang jg bagus dan rapih,Positif
Indra BSN,5,2025-05-01 15:37:24,oke,Positif
Anak Pasar,4,2025-05-01 15:37:10,"makin lama makin suka shopee sekarang shopee benar benar susai dengan harapan saya, pertahankan ya apk shopee belanja online jadi lebih hemat dan cepat. Terimakasih",Positif
Jeje098,5,2025-05-01 15:35:57,ok,Positif
Setiowan Channel,4,2025-05-01 15:35:36,mantap belanja nya,Positif
Dicky Aditya Putra,5,2025-05-01 15:35:32,👍🏻,Positif
Fiki Lambang setiawan,5,2025-05-01 15:35:04,sangat memudahkan berbelanja,Positif
dede aminah,1,2025-05-01 15:35:03,menurutku gk cocok buat hp yang memonya kecil/dikit soalnya bisa ngelag atau pun mati dan ga bisa hidup,Negatif
Neneng Rukiyah,5,2025-05-01 15:34:12,keren apk sangat berguna enga capek lagi harus kemana mana semenjak ada shoppe belanja lebih mudah barang lebih murah,Positif
Naat Gojali,5,2025-05-01 15:33:47,pokoke mantap dahhh,Positif
Hendra Gunawan,5,2025-05-01 15:33:21,sangat membantu,Positif
Rista Hidais,5,2025-05-01 15:32:10,mantap amanah,Positif
Ical Lampung,5,2025-05-01 15:32:04,👍👍👍👍,Positif
Marini,5,2025-05-01 15:31:33,puas belanja di shopee,Positif
863 Roxx (‪Raa‬),4,2025-05-01 15:30:03,"untuk kurirnya dari pusat mohon dengan sangat di percepat, klo kurir lokal dah bagus",Positif
Ipan Ismail,5,2025-05-01 15:29:59,mantap,Positif
Asih Winarti,5,2025-05-01 15:29:20,"belanja di shopee, mantap",Positif
Hariati,5,2025-05-01 15:29:07,Sejauh ini masih oke,Positif
Azkadina 21,1,2025-05-01 15:28:36,"jasa kirim hanya ada spx, kirim sesama kota 3 hari baru nyampe. kalo niatnya cuma ngasih ekspedisi spx ya minimal perbaiki lah sistemnya, gak asal ganti kebijakan padahal blm siap. jadi males belanja",Negatif
ISTANA GYPSUM Kotamobagu,5,2025-05-01 15:28:31,"sangat bagus, harga terjangkau... semua produk ada.... 👍",Positif
El Wibowo,5,2025-05-01 15:27:49,👍,Positif
Isnain Reski51,5,2025-05-01 15:25:32,Mantaapp sangaatt,Positif
Rohadi Atmojo,2,2025-05-01 15:25:23,knapa alamat shopee saya bisa berubah otomatis?akhirnya barang saya pindah keluar daerah,Negatif
Rasya Fahlepy,4,2025-05-01 15:21:23,"saya setuju sama yank lain kendala di pengiriman , kadang harus nya dtng hari ini di antar besok nya lagi tolong di prbaiki pengiriman nya terimakasih 🙏",Positif
Naura Khalilah,5,2025-05-01 15:21:20,baguss banya diskon 🥰😘,Positif
Fika Fika,1,2025-05-01 15:20:52,iklan ada di mana mana di apk lain jga sya mau nge expor ada iklan shopee trus masuk ke play store atau app market harus ngulang lagi dari awal kaya gtu trus,Negatif
Abdul Gofur,5,2025-05-01 15:20:21,"kwalitas barang bagus,harganya juga terjangkau pokokna mah puas dah,mantap shopee",Positif
Rully Irawan,5,2025-05-01 15:17:47,ok,Positif
Asep Sandra,5,2025-05-01 15:17:03,ok,Positif
amos wang,1,2025-05-01 15:16:26,"pengiriman lama, kurir bikin status palsu kiriman (dibilang saya tidak ada di tempat, padahal di tempat dari pagi sampai malam) menunggu barang penting jadi tertunda. besok nya bukan diprioritaskan, malah harus nunggu lagi..... dari pagi saya sudah menghubungi CS, tetap juga nunggu sampai sore dan tetap barang tidak kunjung datang.",Negatif
Nazrul Ulum,3,2025-05-01 15:16:24,"setiap order shoppefood ada riwayat pembayaran sampe double tapi orderan tetap satu , kadang malah saldo kepotong untuk pembayaran gak jelas",Netral
Alin Herlina,5,2025-05-01 15:16:14,bagus,Positif
Hesmiati Mentaruk,5,2025-05-01 15:15:10,oke mantap,Positif
Muslimin Muslimin,4,2025-05-01 15:14:16,assalamu'alaikum untuk teman teman semua nya sekarang menginpirasikan apabila ada akun olshop yang tidak resmi jangan sampai tergiur karena itu penipuan 3 pcs 50k 7 pcs 100k itu bohong ya,Positif
Rahmadhani,5,2025-05-01 15:13:48,bagus,Positif
Dewi Sartika,5,2025-05-01 15:12:18,suka blnja di shopee,Positif
Kedai Fatma,1,2025-05-01 15:11:54,"setiap buka shopee pasti langsung ke live streaming atau video bikin berat rasanya dan ternyata produk jualan saya kok gak masuk ke beranda orang, terus kalau ada pesan dari pembeli pasti gak ada notifnya. tolong dong di benahi, jangan bikin penjual kecewa !!!",Negatif
Dirkholi YT,5,2025-05-01 15:09:42,aplikasi terbaik,Positif
Oppo Cayo,5,2025-05-01 15:08:57,ongkir termurah,Positif
Milenium Ponsel,5,2025-05-01 15:08:32,mantap shopee,Positif
Lesi Lika,5,2025-05-01 15:06:53,cuma sayangnya saya belum pernah di berikan playleter,Positif
Duma Duma,5,2025-05-01 15:06:15,aku suka shoppy,Positif
Fuji Gunawan,5,2025-05-01 15:06:13,kasihlah terus gratis ongkir,Positif
robby nugraha,1,2025-05-01 15:05:28,uninstal aja lah percuma kalo spaylater dan spinjam g aktif menuhin memory,Negatif
Pengguna Google,5,2025-05-01 15:04:35,"selamat sore, tolong dong min, akun saya di hapus biar nol,Krn sy mau beli sesuatu ga pernah bisa, suruh ganti nomor kan males, atau suruh ganti email, tolongin saya dong, min, terima kasih.",Positif
Karyono Wahab,5,2025-05-01 15:03:50,"belanja mudah,barang bagus",Positif
deyant AY,5,2025-05-01 15:03:50,Shopee good🥰,Positif
Martohap antonius,5,2025-05-01 14:58:01,mendapatkan pesanan yg bagus dan pengiriman stabil,Positif
rismonika tekad,1,2025-05-01 14:57:18,"maaf admin shopee, tolong lebih di tindak lanjuti lagi bagian jasa pengiriman. jujur saya dulu suka banget belanja di sini, karna pengiriman cepat. tapi sekarang rasanya males, bukan telat lagi, ini terlalu lambat. biasanya belanja 2 hari datang, ini bisa 1 minggu lebih. ayo lah shopee, jangan membuat rugi pembeli 😭",Negatif
Daryati Daryati,5,2025-05-01 14:57:13,kok g bisa dipakai lg akunnya,Positif
Erni Diahnita Music,5,2025-05-01 14:57:12,"Sudah nyaman bgt belanja disini Shopee food nya jg buwanyak diskon gede2 yg sllu terpakai Klo ada barang yg tidak sampai, nelp ke CS shopee n prosesnya cepat Barang segera dikonfirmasi n akhirnya sampai jg krumah dgn aman Thx Shopee sukses slalu",Positif
Papa Mysha,1,2025-05-01 14:56:09,lelet banget sekarang pengirimannya parah,Negatif
Supriyono No,4,2025-05-01 14:55:08,ngebantu bgt...,Positif
anom yuda,4,2025-05-01 14:55:03,mudah dan praktis,Positif
Andy Hermawan,5,2025-05-01 14:52:57,produknya mudah di fahami sehingga di pembelian untuk cod nya selalu real,Positif
Aras Ancel,5,2025-05-01 14:52:14,mempermudah segala kebutuhan 🤣😅😘,Positif
Hadikoh,5,2025-05-01 14:51:26,pokoknya harus murah klok gak murah mau di hapus Shopee ini yaaa,Positif
Fadlilla fajrin,5,2025-05-01 14:49:50,barang aman dan cepat.,Positif
Kari Bou,1,2025-05-01 14:49:36,makin jelek shopee pesanan di batalin Tampa alasan yg jelas,Negatif
Isma Sawitri,5,2025-05-01 14:49:35,good,Positif
Iyam Mariyam,5,2025-05-01 14:49:20,"cheaf shoope,fast and relax shop",Positif
Agung Pe,5,2025-05-01 14:47:50,bebas ongkirnya banyak..+discount2..mantabbb,Positif
Ximberly August,1,2025-05-01 14:46:42,"Hai shopee, Maaf banget harus ngasih rating bintang 1. Awalnya suka banget sama shopee but setelah aku update bukannya tambah bagus malah tambah ngebug. Contoh, filter wilayah untuk belanja jadi gak berfungsi, alamat yang sering kali harus isi ulang, bug video yang kalo udah dikembaliin malah masih bunyi suaranya.Itu tu ganggu banget lho, oh ya untuk sistem pengembalian barang dan dananya agak bikin kesel sih. aku udah 2 kali ditolak pas ajukan pengembalian barang dan dana. Semoga lekas membaik",Negatif
Kurniawan Rival saputra,5,2025-05-01 14:45:35,saya suka banget min,Positif
Nor Aina,5,2025-05-01 14:45:04,belanja tanpa batas,Positif
Ria Anggara,5,2025-05-01 14:44:55,semoga berhasil dan selalu sukses untuk bermanfaat buat kita semuanya amin ya allah STW,Positif
achep sudrajat,5,2025-05-01 14:44:19,barang banyak pilahan dan pelayanan yang baik.,Positif
Kholiqaa Khanza,5,2025-05-01 14:44:04,"bagus , sangat membantu, memudahkan untuk belanja",Positif
regi gilang,1,2025-05-01 14:43:47,"penanganan banding di shoppe lama,memetlukan waktu berminggu2 ga satset kaya toko sebelah",Negatif
Sumber. rezeki,1,2025-05-01 14:39:44,paket sayah selalu terlambat dan lama kadang kadang telat 1 hari sayah kesal karena paket di tunda sopee 👎👎👎👎👎👎👎,Negatif
Irni Yusnita,5,2025-05-01 14:37:21,sdh selalu mempermudah dalam hal perbelanjaan seluruh yg di inginkan para ibu ibu rumah tangga shopee emang the best lah smoga sll amanah ya,Positif
Selvina Rara,4,2025-05-01 14:36:15,👍,Positif
Nadia Okta,5,2025-05-01 14:35:39,bagis banget..pelayanan cepat dan respon cepat,Positif
Bambang Irawan,5,2025-05-01 14:34:40,"trmksh kak, pesanan sdh diterima dgn baik dan cepat",Positif
Wendi Wendi,5,2025-05-01 14:34:37,godd,Positif
xFLAME star,5,2025-05-01 14:33:54,good,Positif
Bagariang Lia,1,2025-05-01 14:33:35,asli kesel banget sama app ini. kan dari awal dah kubilang hapus spayletter bukannya dihapus malah dibiarin. menganggap sepele permasalahan saya. dah dari awal dibilang aku nya k reset semuanya hilang bukannya di bantu malah dibiarin kalau gak ditanya pasti di biar kan aja gitu. asli kesel banget. perlu nih yang kaya gini di viralin biar cepat di urus masalah kita,Negatif
indoled_ chanell,1,2025-05-01 14:33:27,"percuma maski ada promo2 diskon, kalo GK bisa di pakai, tidak bisa di buat belanja besar. mnding GK usah adakan diskon.",Negatif
Syahrani Yand,3,2025-05-01 14:32:57,shopee skrg kok ga relevan di gunakan sudah 2 bln bisa cod. area kaltim sebelumnya lancar² aja.,Netral
Maliki Rosidi,5,2025-05-01 14:32:41,good job,Positif
Christine Togu,3,2025-05-01 14:31:45,suka,Netral
tisa aini,5,2025-05-01 14:31:40,suka bgtt sma apk yang satu ininn,Positif
Bayu Saputra,5,2025-05-01 14:30:33,"sangat terbantu sama aplikasi ini, karna daerah rumah istriku yg jauh dari kota dan jalanan yg rusak. karna ada aplikasi shopee memudahkan istriku berbelanja dirumah, dan tinggal tunggu dirumah👍👍",Positif
Lailul Falag,5,2025-05-01 14:29:56,Aplikasinya mantap,Positif
Drs Surana,4,2025-05-01 14:29:06,bagus,Positif
Nita Dalanggo,5,2025-05-01 14:28:34,sesuai ekspektasi,Positif
Siti anjany 086,5,2025-05-01 14:26:35,"pesanan yang datang tidak pernah mengecewakan, selalu sesuai ekspektasi 🥰",Positif
Adi Sugianto,5,2025-05-01 14:25:09,sampai saat ini lancar2 saja,Positif
Dini Mariani,1,2025-05-01 14:23:07,tolong dong ya saya sudah verifikasi wajah ko gak bisa-bisa ya . padahal wajah saya gak oplas🤣 padahal udh lama pakai shopee sekali mau login harus verifikasi wajah cuih😒,Negatif
sammy bayanaka,5,2025-05-01 14:22:32,peirimannya baik,Positif
Sulis Waty,5,2025-05-01 14:20:47,sesuai dg keinginan,Positif
Ikabela Tampubolon,5,2025-05-01 14:20:29,selalu puas belanja di shopee,Positif
mardiana rusli,5,2025-05-01 14:20:06,"berbaik,... dalam memenuhi kebutuhan ibu2 ...",Positif
Khamada Az syafania,5,2025-05-01 14:18:43,bagus apk nya,Positif
RONNY KURNIAWAN,5,2025-05-01 14:18:25,sangat puas belanja di shopee,Positif
Sudi Arman,5,2025-05-01 14:18:13,mantap,Positif
Galih Budi Arianto,3,2025-05-01 14:17:15,suka ada ngirim paket cod ke alamat saya . padahal tidak pernah pesan paket nya .tolong dong pihak shoope di cek ulang .,Netral
Aluzy Yudhis,5,2025-05-01 14:16:58,menyenangkan dan membantu sekali...,Positif
Yopi Andrea,5,2025-05-01 14:16:51,shopee makin oke deh 🥳👏😉,Positif
Hendra Kurniawan,5,2025-05-01 14:16:36,MANTAP pokoknya,Positif
Rezky Iki,5,2025-05-01 14:15:48,saya suka belanja di shopee,Positif
Sandra Amalia,5,2025-05-01 14:14:46,bagus COD SESUAI,Positif
Tikah Tikok,5,2025-05-01 14:13:53,Terimakasih setelah kami menggunakn aplikasi ini usaha sayah lancar,Positif
777 Vgetron,5,2025-05-01 14:13:09,"bagus,tapi sayang nya saya gabisa ajuin limit spaylater,selalu di tolak",Positif
Mohamad Kelana Jaya,5,2025-05-01 14:13:08,mantap,Positif
Aidin Amuntu,4,2025-05-01 14:10:38,terbaik,Positif
Usman Man,5,2025-05-01 14:09:49,saya puas,Positif
Rimto,5,2025-05-01 14:08:02,mantaaap,Positif
Abdul Hakim,5,2025-05-01 14:05:56,"Aplikasinya bagus lebih murah daripada yang lain,tapi tolong penggirimanya dipercepat walaupun gratis ongkir,lelet banget pengirimanya",Positif
Saiful Bahri,5,2025-05-01 14:05:46,mantap,Positif
ANGEL KOLOR wani,1,2025-05-01 14:05:00,saya slalu disuruh kembali kehalaman solusinya gimana,Negatif
soedarsono sukram,5,2025-05-01 14:04:55,pelayanan bagus 👍👍 barang sesuai dengan yg dipesan tidak keluar dari harga yg cantumkan. terima kasih atas pelayanannya untu semua owner sebagai penyedia barang topppp 👍👍👍,Positif
Marianna Monika,3,2025-05-01 14:04:45,"pengiriman SPX nya lama, di bandingin J&T semoga bisa di koreksi🙏🏻🙏🏻",Netral
Vika Kirana,5,2025-05-01 14:02:42,"aplikasi nya sih bagus, udah berkali kali belanja gak pernah mengecewakan dari toko nya, tapi yg buat saya risau ada seseorng yg mengaku dari shopee dan terus menghubungi saya, kerna alasan nya ulasan saya yg tidak bnr. tapi perasaan sebelum nya ulasan seperti biasa nya gak pernah ada teguran..",Positif
Nimah Mahh,4,2025-05-01 14:02:33,"sangat baguss aku suka,tapi kenapa shopee ini tidak bisa cod",Positif
Toku Toku,5,2025-05-01 14:01:09,kenapa ya kemarin 3hari yang lalu saya belanja di shopee. kok tidak ada keterangan.di kemas/ masih di perjalanan itu tidak ada tapi kemarin pesanan saya tiba tgl 30 .4 .2025 .apa hp saya yang rusak ya .terima kasih shopee,Positif
MX NEW,5,2025-05-01 14:00:53,bguss,Positif
sobarih sbr,5,2025-05-01 13:59:24,"mudah, cepat, banyak gratis ongkir",Positif
Fb Game,5,2025-05-01 13:59:22,sangat bagus,Positif
Danif Piliang,5,2025-05-01 13:58:28,ok,Positif
Baydawi Fatina,5,2025-05-01 13:57:46,sangat puas dg pelayanannya,Positif
ZAHRA Nova,5,2025-05-01 13:57:45,sangat memuaskan,Positif
Fatur Rahman,5,2025-05-01 13:57:41,okeh,Positif
Kristian kris,4,2025-05-01 13:55:16,pengiriman skrg lama bgt ya..,Positif
Novy Adiba,5,2025-05-01 13:55:12,bagus sih dgn adax shopee lebih praktis belanja gk perlu keluar rumah,Positif
IrVan Channel,5,2025-05-01 13:54:45,sekarang spx lebih mantap dan cepat,Positif
Xyyynn 765,5,2025-05-01 13:53:42,"bagus semua sesuai pesanan, toko amanah kurir ramah👍👍👍👍👍",Positif
Geraldo Aritonang,5,2025-05-01 13:52:38,"aplikasi yang bagus, belanja lebih mudah di shopee",Positif
